prompt_type,mean_mse,mean_lpips,mean_flow_magnitude,flow_magnitude_variance,mean_warp_error,warp_error_variance,flicker_index,mean_mse_delta,mean_lpips_delta,mean_flow_magnitude_delta,flow_magnitude_variance_delta,mean_warp_error_delta,warp_error_variance_delta,flicker_index_delta
baseline,0.03777552271882693,0.21666303674379986,6.255764547983805,0.33433579680009845,0.04223533198237419,4.034266407591488e-05,0.22102593311241694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enhanced,0.021888249119122825,0.21822951038678487,3.611472495396932,0.2390617088967009,0.024303250511487327,5.69651970578055e-05,0.1796705424785614,42.05705826483786,-0.7229999479963618,42.26968633976342,28.49652619170856,42.457536449270364,-41.203359675531445,18.710650850559514
